website,name,price,rating,discount,link
Jumia,M10 Tws Bluetooth Earbuds,EGP 160.00,3.5 out of 5,60%,https://www.jumia.com.eg/generic-m10-tws-bluetooth-earbuds-125637978.html
Jumia,Samsung A06 - 6.7 Inch 128GB/4GB Dual SIM 4G Mobile Phone - Black,"EGP 5,195.00",3.3 out of 5,18%,https://www.jumia.com.eg/samsung-a06-6.7-inch-128gb4gb-dual-sim-4g-mobile-phone-black-130711339.html
Jumia,Anker A81F6H11Cable 322 USB-C to USB-C Cable 60W 6ft - Black,EGP 199.00,4.9 out of 5,20%,https://www.jumia.com.eg/anker-a81f6h11cable-322-usb-c-to-usb-c-cable-60w-6ft-black-54681039.html
Jumia,Vidvie HS615 Stereo Earphones With Mic,EGP 99.00,4.8 out of 5,60%,https://www.jumia.com.eg/vidvie-hs615-stereo-earphones-with-mic-22337036.html
Jumia,Samsung Galaxy A26 Dual SIM 5G 256GB/8GB Mobile Phone - White,"EGP 13,399.00",4.8 out of 5,26%,https://www.jumia.com.eg/samsung-galaxy-a26-dual-sim-5g-256gb8gb-mobile-phone-white-131618225.html
Jumia,Nokia Noika Nokia106 Dual SIM Black 4MB 4G,EGP 599.00,5 out of 5,60%,https://www.jumia.com.eg/nokia-noika-nokia106-dual-sim-black-4mb-4g-131493212.html
Jumia,Magnetic Charging Cable For Amafit Pop 3S Smart Watch Black,EGP 160.00,4 out of 5,20%,https://www.jumia.com.eg/generic-magnetic-charging-cable-for-amafit-pop-3s-smart-watch-black-116109493.html
Jumia,P9 Wireless Headsets Bluetooth For IOS Android Phone (White/Silver),EGP 220.00,3.4 out of 5,67%,https://www.jumia.com.eg/generic-p9-wireless-headsets-bluetooth-for-ios-android-phone-whitesilver-114991503.html
Jumia,Wireless Earbuds Bluetooth Noise Cancelling Earbuds Compatible with iPhone and Android - Digital Display Charging Case (Black),EGP 314.10,3.2 out of 5,48%,https://www.jumia.com.eg/generic-wireless-earbuds-bluetooth-noise-cancelling-earbuds-compatible-with-iphone-and-android-digital-display-charging-case-black-131543430.html
Jumia,"Earldom IMC031 3-in-1 Charging Cable-3A, 120cm, Multi-device- Lightning, Type-C, Micro USB",EGP 97.90,4.2 out of 5,72%,https://www.jumia.com.eg/earldom-imc031-3-in-1-charging-cable-3a-120cm-multi-device-lightning-type-c-micro-usb-112339168.html
Jumia,Bluetooth Speaker  Compact And Powerful Sound,EGP 198.90,4.6 out of 5,60%,https://www.jumia.com.eg/generic-bluetooth-speaker-compact-and-powerful-sound-124876610.html
Jumia,Earbuds Generation 3 Wireless Headphones Works With IPhone And Android +Free Silicone Case,EGP 420.00,4.8 out of 5,No discount found,https://www.jumia.com.eg/generic-earbuds-generation-3-wireless-headphones-works-with-iphone-and-android-free-silicone-case-132280595.html
Jumia,Nokia Noika105 Dual Sim Black 4MB,EGP 599.00,4 out of 5,70%,https://www.jumia.com.eg/nokia-noika105-dual-sim-black-4mb-130695488.html
Jumia,Huawei Watch GT3 Pro Smart Watch 46mm 22mm Silicone Leather Replacement Strap Watchband - Camel Silver Buckle,EGP 180.00,3.9 out of 5,40%,https://www.jumia.com.eg/generic-huawei-watch-gt3-pro-smart-watch-46mm-22mm-silicone-leather-replacement-strap-watchband-camel-silver-buckle-34082009.html
Jumia,"XIAOMI Redmi A5 Dual Sim 4G, 4GB RAM, 128GB,Mobile phone - Midnight Black","EGP 4,715.00",4 out of 5,23%,https://www.jumia.com.eg/xiaomi-redmi-a5-dual-sim-4g-4gb-ram-128gbmobile-phone-midnight-black-133541105.html
Jumia,Vidvie Micro Data Cable Fast Charge(3.1A) - White,EGP 95.00,3.6 out of 5,51%,https://www.jumia.com.eg/vidvie-micro-data-cable-fast-charge3.1a-white-45411903.html
Jumia,Samsung Galaxy A36 Dual SIM 5G 256GB/8GB Mobile Phone - Awesome White,"EGP 16,749.00",No rating found,23%,https://www.jumia.com.eg/galaxy-a36-dual-sim-5g-256gb8gb-mobile-phone-awesome-white-samsung-mpg3847738.html
Jumia,"P47M Cat Ear Shape LED Bluetooth Headphones, Ear Hook Wireless Headphones, Active Noise Cancelling Headphones, Suitable For Smartphone Laptops",EGP 290.50,4.2 out of 5,No discount found,https://www.jumia.com.eg/generic-p47m-cat-ear-shape-led-bluetooth-headphones-ear-hook-wireless-headphones-active-noise-cancelling-headphones-suitable-for-smartphone-laptops-38465437.html
Jumia,Earldom Magnetic Mount Holder-color -black,EGP 89.25,4.7 out of 5,50%,https://www.jumia.com.eg/earldom-magnetic-mount-holder-color-black-26284927.html
Jumia,P9 Bluetooth Wireless Headphone - Green,EGP 199.00,4.3 out of 5,70%,https://www.jumia.com.eg/generic-p9-bluetooth-wireless-headphone-green-125637226.html
Jumia,JOY ROOM JR-ZS255  Spider Stable Car Holder 360°rotation - One-hand Operation To Open & Lock,EGP 189.00,4.2 out of 5,46%,https://www.jumia.com.eg/joy-room-jr-zs255-spider-stable-car-holder-360rotation-one-hand-operation-to-open-lock-28458293.html
Jumia,67W Turbo Fast Charging Data Cable USB To Type-C With Decimal Counter Compatible With Xiaomi Redmi Poco Phones From (EL-TERND),EGP 159.58,3.9 out of 5,No discount found,https://www.jumia.com.eg/generic-67w-turbo-fast-charging-data-cable-usb-to-type-c-with-decimal-counter-compatible-with-xiaomi-redmi-poco-phones-from-el-ternd-130711968.html
Jumia,Earldom ET-PB54 10000mAh Power Bank With LED Display,EGP 329.90,3.9 out of 5,56%,https://www.jumia.com.eg/earldom-et-pb54-10000mah-power-bank-with-led-display-105010957.html
Jumia,Car Rearview Mirror Phone Holder Is Suitable For Different Phones - 1pcs,EGP 91.00,3.1 out of 5,64%,https://www.jumia.com.eg/generic-car-rearview-mirror-phone-holder-is-suitable-for-different-phones-1pcs-51453863.html
Jumia,"Charging Cable 3 In 1 Supports Fast Charging From (USB) To (Type C, Micro, IPhone)- Orange",EGP 99.98,3.9 out of 5,No discount found,https://www.jumia.com.eg/generic-charging-cable-3-in-1-supports-fast-charging-from-usb-to-type-c-micro-iphone-orange-24250607.html
Jumia,"Soundcore Anker R50i True Wireless Earbuds 10mm Drivers With Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls With 2 Mics, 22 Preset EQs Via App, 18 Months Warranty.. - Black",EGP 849.00,5 out of 5,29%,https://www.jumia.com.eg/soundcore-anker-r50i-true-wireless-earbuds-10mm-drivers-with-big-bass-bluetooth-5.3-30h-playtime-ipx5-water-resistant-ai-clear-calls-with-2-mics-22-preset-eqs-via-app-18-months-warranty..-black-132043110.html
Jumia,Earldom ET-BH70 -Bluetooth Earphone-BLACK,EGP 488.00,3.9 out of 5,27%,https://www.jumia.com.eg/et-bh70-bluetooth-earphone-black-earldom-mpg1154715.html
Jumia,JOY ROOM JR-BP560 Excellent Series Portable Passive Stylus Pen,EGP 325.00,4.2 out of 5,24%,https://www.jumia.com.eg/joy-room-jr-bp560-excellent-series-portable-passive-stylus-pen-48111919.html
Jumia,"Xiaomi Redmi 14C Transparent Anti Fall Shockproof Case Full Protection Cover with Camera Sheild, Clear With Back Frame",EGP 99.00,3.8 out of 5,75%,https://www.jumia.com.eg/generic-xiaomi-redmi-14c-transparent-anti-fall-shockproof-case-full-protection-cover-with-camera-sheild-clear-with-back-frame-128779351.html
Jumia,45W Fast Charger Head - With Two Ports (USB) And (Type C) Supports All Smartphones,EGP 249.48,4.3 out of 5,No discount found,https://www.jumia.com.eg/generic-45w-fast-charger-head-with-two-ports-usb-and-type-c-supports-all-smartphones-26423991.html
Jumia,"OPPO Reno 13F Full Protection Case Visa Card Slot, Metal Ring & Slider Camera Cover, Black",EGP 145.00,No rating found,64%,https://www.jumia.com.eg/generic-oppo-reno-13f-full-protection-case-visa-card-slot-metal-ring-slider-camera-cover-black-133343598.html
Jumia,"2.09-inch smart watch with large screen, T900 Ultra, Bluetooth and Orange wireless charger",EGP 310.00,3.1 out of 5,48%,https://www.jumia.com.eg/generic-2.09-inch-smart-watch-with-large-screen-t900-ultra-bluetooth-and-orange-wireless-charger-124792243.html
Jumia,"Honor X9c Full Protection Case With Visa Card Slot, Metal Ring & Slider Camera Cover",EGP 195.00,3.6 out of 5,44%,https://www.jumia.com.eg/generic-honor-x9c-full-protection-case-with-visa-card-slot-metal-ring-slider-camera-cover-131001593.html
Jumia,"Top Store Magnetic Case for Samsung Galaxy A56 and A36, Transparent Shockproof Military Cover, Hard PC + Liquid Silicone, Transparent",EGP 170.00,3.3 out of 5,43%,https://www.jumia.com.eg/generic-top-store-magnetic-case-for-samsung-galaxy-a56-and-a36-transparent-shockproof-military-cover-hard-pc-liquid-silicone-transparent-131800541.html
Jumia,SuperFast Charger 45W With Type-C Port + Type-C Charging Cable Suitable For Samsung Phones - White,EGP 274.73,5 out of 5,No discount found,https://www.jumia.com.eg/generic-superfast-charger-45w-with-type-c-port-type-c-charging-cable-suitable-for-samsung-phones-white-111534327.html
Jumia,"X Fast Ac-01 3-in-1 Iphone , Android ,  Tybe C Cable 100W Fast Charging-black",EGP 175.00,3.4 out of 5,61%,https://www.jumia.com.eg/generic-x-fast-ac-01-3-in-1-iphone-android-tybe-c-cable-100w-fast-charging-black-121608851.html
Jumia,T800 Ultra Smart Watch 49mm 1.99 Infinite Display - Wireless Charging - NFC (orang),EGP 299.00,3.6 out of 5,79%,https://www.jumia.com.eg/generic-t800-ultra-smart-watch-49mm-1.99-infinite-display-wireless-charging-nfc-orang-49126297.html
Jumia,SODO SD-1105/1104 Wireless Bluetooth Headset V5  With Microphone High Quality Support SD Card 3.5 Noise Isolation-Over Ear Foldable Headphone With Its Colors And Elegant Shape (Black),EGP 355.00,3.8 out of 5,53%,https://www.jumia.com.eg/sodo-sd-11051104-wireless-bluetooth-headset-v5-with-microphone-high-quality-support-sd-card-3.5-noise-isolation-over-ear-foldable-headphone-with-its-colors-and-elegant-shape-black-130964875.html
Jumia,"Honor 200 - 6.7"" 256GB/12GB Dual SIM 5G Mobile Phone - Black","EGP 20,499.00",5 out of 5,31%,https://www.jumia.com.eg/200-6.7-inch-12gb256gb-dual-sim-5g-mobile-phone-black-honor-mpg3818100.html
Jumia,6 PCS WebCam Cover Shutter Magnet Slider Plastic Camera Cover For WebCam IPhone PC Laptops Mobile Smart Phone Privacy Sticker,EGP 160.00,4.5 out of 5,No discount found,https://www.jumia.com.eg/generic-6-pcs-webcam-cover-shutter-magnet-slider-plastic-camera-cover-for-webcam-iphone-pc-laptops-mobile-smart-phone-privacy-sticker-23494843.html
Jumia,"Pro Airpods Earphones Compatible with Android and iPhone Devices. In-Ear, 12-Month Warranty  - White",EGP 395.00,3.9 out of 5,54%,https://www.jumia.com.eg/generic-pro-airpods-earphones-compatible-with-android-and-iphone-devices.-in-ear-12-month-warranty-white-116238456.html
Jumia,Honor 400 Pro Dual SIM 5G Smartphone - 512GB/12GB - Lunar Grey + Choice Earbuds X7 Lite White,"EGP 32,499.00",5 out of 5,29%,https://www.jumia.com.eg/honor-400-pro-dual-sim-5g-smartphone-512gb12gb-lunar-grey-choice-earbuds-x7-lite-white-133551165.html
Jumia,Wireless Headset M28 With Charge Case Power-Black,EGP 220.00,3.3 out of 5,37%,https://www.jumia.com.eg/generic-wireless-headset-m28-with-charge-case-power-black-114318096.html
Jumia,SODO SD-1105/1104 Wireless Bluetooth Headset V5 With Microphone High Quality Support SD Card 3.5 Noise Isolation-Over Ear Foldable Headphone With Its Colors And Elegant Shape (Black),EGP 360.00,5 out of 5,52%,https://www.jumia.com.eg/sodo-sd-11051104-wireless-bluetooth-headset-v5-with-microphone-high-quality-support-sd-card-3.5-noise-isolation-over-ear-foldable-headphone-with-its-colors-and-elegant-shape-black-130987109.html
Jumia,2 In 1 Type-C Micro USB To USB 3.0 Interface OTG Adapter Cable,EGP 65.00,4.3 out of 5,57%,https://www.jumia.com.eg/generic-2-in-1-type-c-micro-usb-to-usb-3.0-interface-otg-adapter-cable-47640136.html
Jumia,Tempered Glass Screen Protector For Motorola Moto G75  -0- Black,EGP 149.00,4 out of 5,No discount found,https://www.jumia.com.eg/generic-tempered-glass-screen-protector-for-motorola-moto-g75-0-black-131720394.html
Jumia,T1000 Ultra Series 9 - Smart Watch - Orange,EGP 360.00,3.3 out of 5,70%,https://www.jumia.com.eg/generic-t1000-ultra-series-9-smart-watch-orange-124792240.html
Jumia,Charger Head (3 Port USB) + USB To Micro Charging Cable Compatible With Smartphones From EL-TERND - White,EGP 139.38,4.3 out of 5,No discount found,https://www.jumia.com.eg/generic-charger-head-3-port-usb-usb-to-micro-charging-cable-compatible-with-smartphones-from-el-ternd-white-108593449.html
Jumia,T800 Ultra 49MM-black,EGP 330.00,3.7 out of 5,61%,https://www.jumia.com.eg/generic-t800-ultra-49mm-black-131541149.html
Jumia,"Samsung A16 Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild, Clear With Back Frame",EGP 145.00,4.4 out of 5,52%,https://www.jumia.com.eg/generic-samsung-a16-transparent-anti-fall-shockproof-case-full-protection-cover-with-camera-sheild-clear-with-back-frame-130630684.html
Jumia,22mm Silicone Strap With Magnetic Folding Buckle For Xiaomi Watch S1/S1 Active/Mi Watch - Black,EGP 140.00,4.8 out of 5,53%,https://www.jumia.com.eg/generic-22mm-silicone-strap-with-magnetic-folding-buckle-for-xiaomi-watch-s1s1-activemi-watch-black-45946032.html
Jumia,YISON Cx330 Handfree Ultra Sound Portable Stereo Earphones With Mic - Black,EGP 66.00,3.2 out of 5,33%,https://www.jumia.com.eg/yison-cx330-handfree-ultra-sound-portable-stereo-earphones-with-mic-black-38483837.html
Jumia,"Xiaomi Redmi Note 14 4G Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild, Clear With Back Frame",EGP 175.00,4.2 out of 5,42%,https://www.jumia.com.eg/generic-xiaomi-redmi-note-14-4g-transparent-anti-fall-shockproof-case-full-protection-cover-with-camera-sheild-clear-with-back-frame-132039723.html
Jumia,Metal Stainless Steel Strap 22mm Strap For Smart Watch Amazfit Pop 3R - Band Bracelet - Black,EGP 180.00,5 out of 5,40%,https://www.jumia.com.eg/generic-metal-stainless-steel-strap-22mm-strap-for-smart-watch-amazfit-pop-3r-band-bracelet-black-117975497.html
Jumia,Motorola Moto Edge 50 fusion Full Protection Case Visa Card & Slider Camera Cover,EGP 199.00,2.3 out of 5,50%,https://www.jumia.com.eg/generic-motorola-moto-edge-50-fusion-full-protection-case-visa-card-slider-camera-cover-133343775.html
Jumia,W&O X10 Ultra 3 Curved (Super Amoled) Smart Watch - Full Screen (49mm) - Black,EGP 735.00,4 out of 5,39%,https://www.jumia.com.eg/wo-x10-ultra-3-curved-super-amoled-smart-watch-full-screen-49mm-black-116942580.html
Jumia,JOY ROOM JR-BP560 Excellent Series Portable Passive Stylus Pen - Black,EGP 325.00,4.8 out of 5,24%,https://www.jumia.com.eg/joy-room-jr-bp560-excellent-series-portable-passive-stylus-pen-black-104654518.html
Jumia,"TENtech Transparent magnetic protection case compatible with wireless charger for iPhone 13 English mobile phone, anti-shocks and scratches (Black) Silicone back cover",EGP 159.00,5 out of 5,31%,https://www.jumia.com.eg/generic-tentech-transparent-magnetic-protection-case-compatible-with-wireless-charger-for-iphone-13-english-mobile-phone-anti-shocks-and-scratches-black-silicone-back-cover-130542241.html
Jumia,W&O X10 Ultra 3 Curved (Super Amoled) Smart Watch -  Full Screen (49mm/2.2Inch) - Orange,EGP 739.90,4.4 out of 5,63%,https://www.jumia.com.eg/wo-x10-ultra-3-curved-super-amoled-smart-watch-fullscreen-49mm2.2inch-orange-112885538.html
Jumia,"Realme 11 Pro+ Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild, Clear With Back Frame",EGP 145.00,5 out of 5,64%,https://www.jumia.com.eg/generic-realme-11-pro-transparent-anti-fall-shockproof-case-full-protection-cover-with-camera-sheild-clear-with-back-frame-128782866.html
Jumia,Earbuds Generation 3 Wireless Headphones Works With IPhone And Android +Free Silicone Case,EGP 424.23,4.1 out of 5,No discount found,https://www.jumia.com.eg/generic-earbuds-generation-3-wireless-headphones-works-with-iphone-and-android-free-silicone-case-105694132.html
Jumia,metal desktop mobile holder with 360 degree rotating base,EGP 93.75,5 out of 5,46%,https://www.jumia.com.eg/generic-metal-desktop-mobile-holder-with-360-degree-rotating-base-129141919.html
Jumia,"Apple IPhone 16 Pro Max Single SIM 256GB/8GB - 6.9""  5G Mobile Phone - Desert Titanium","EGP 75,060.00",No rating found,13%,https://www.jumia.com.eg/apple-iphone-16-pro-max-single-sim-256gb8gb-6.9-5g-mobile-phone-desert-titanium-130462700.html
Jumia,Wood Tablet And Ipad  And Mobile Holder - Brown,EGP 65.00,4.2 out of 5,67%,https://www.jumia.com.eg/wood-tablet-and-ipad-and-mobile-holder-brown-generic-mpg822117.html
Jumia,T1000 ULTRA Smart Watch SERIES 9 - Black,EGP 599.00,3.6 out of 5,30%,https://www.jumia.com.eg/generic-t1000-ultra-smart-watch-series-9-black-61735683.html
Jumia,"AN2304 MINI Alarm Clock With Light And Bluetooth Speaker, Smart LED Table Lamp With Wireless Charger, With Music Sync - White",EGP 349.90,No rating found,42%,https://www.jumia.com.eg/generic-an2304-mini-alarm-clock-with-light-and-bluetooth-speaker-smart-led-table-lamp-with-wireless-charger-with-music-sync-white-132769911.html
Jumia,Dual Phone Holder With Ring Light For Live Streaming And Photography,EGP 199.99,No rating found,20%,https://www.jumia.com.eg/generic-dual-phone-holder-with-ring-light-for-live-streaming-and-photography-132905712.html
Jumia,"Apple IPhone 16 Pro Max Single SIM 256GB/8GB - 6.9""  5G Mobile Phone - Natural Titanium","EGP 75,610.00",5 out of 5,4%,https://www.jumia.com.eg/apple-iphone-16-pro-max-single-sim-256gb8gb-6.9-5g-mobile-phone-natural-titanium-130462717.html
Jumia,Celebrat Celebrat  In-Ear Wired Earbuds Stereo Sound Earphones High Fidelity Sound - Black,EGP 49.99,4.3 out of 5,80%,https://www.jumia.com.eg/celebrat-celebrat-in-ear-wired-earbuds-stereo-sound-earphones-high-fidelity-sound-black-119278332.html
Jumia,Samsung Galaxy A05s Mobile Phone - 6.7 Inches - Dual SIM - 4G - 128GB - 6GB - Silver + Free Samsung Charger 25W - Black,"EGP 5,950.00",4.6 out of 5,Official Store,https://www.jumia.com.eg/galaxy-a05s-6.5-inch-6gb128gb-dual-sim-4g-mobile-phone-silver-samsung-mpg1155033.html
Jumia,"OPPO Reno 12F Full Protection Case Visa Card Slot, Metal Ring & Slider Camera Cover, Black",EGP 175.00,4 out of 5,56%,https://www.jumia.com.eg/generic-oppo-reno-12f-full-protection-case-visa-card-slot-metal-ring-slider-camera-cover-black-128658459.html
Jumia,Nokia 5310 Dual SIM-4G,EGP 900.00,4 out of 5,14%,https://www.jumia.com.eg/nokia-5310-dual-sim-4g-131567698.html
Jumia,Earphones Pro 2 Wireless Headset Works On All Smartphones + A Silicone Case As A Gift,EGP 459.00,3.6 out of 5,54%,https://www.jumia.com.eg/generic-earphones-pro-2-wireless-headset-works-on-all-smartphones-a-silicone-case-as-a-gift-93563657.html
Jumia,JOY ROOM JR-CL02 --  Qc 3.0 18W Car Charger With Mp3 Player Bluetooth & FM Transmitter,EGP 425.00,4.3 out of 5,39%,https://www.jumia.com.eg/jr-cl02-qc-3.0-18w-car-charger-with-mp3-player-bluetooth-fm-transmitter-joyroom-mpg821466.html
Jumia,45W Fast Charger Head - With Two Ports (USB) And (Type C) Supports All Smartphones,EGP 215.00,5 out of 5,No discount found,https://www.jumia.com.eg/generic-45w-fast-charger-head-with-two-ports-usb-and-type-c-supports-all-smartphones-132355096.html
Jumia,T800 Ultra Smart Watch,EGP 335.00,3.8 out of 5,61%,https://www.jumia.com.eg/generic-t800-ultra-smart-watch-75048565.html
Jumia,SODO Wireless Headphone - SD1105/1104 - Hi-Fi AUDIO – Bluetooth – TF Card - Folding Design (Beige),EGP 370.00,4.8 out of 5,54%,https://www.jumia.com.eg/sodo-wireless-headphone-sd11051104-hi-fi-audio-bluetooth-tf-card-folding-design-beige-132530328.html
Jumia,Samsung Galaxy A06 Dual SIM 4G 128GB/4GB Mobile Phone - Light Blue 6.7 Inch,"EGP 6,200.00",No rating found,No discount found,https://www.jumia.com.eg/samsung-galaxy-a06-dual-sim-4g-128gb4gb-mobile-phone-light-blue-6.7-inch-130151095.html
Jumia,Motorola Moto G75 Full Protection Case Visa Card & Slider Camera Cover,EGP 295.00,4.5 out of 5,26%,https://www.jumia.com.eg/generic-motorola-moto-g75-full-protection-case-visa-card-slider-camera-cover-133343813.html
Jumia,Motorola Moto G75 Full Protection Case Visa Card & Slider Camera Cover,EGP 295.00,4.5 out of 5,26%,https://www.jumia.com.eg/generic-motorola-moto-g75-full-protection-case-visa-card-slider-camera-cover-133343813.html
Jumia,W&O X10S Multifunctional Sports Smart watch - 46MM - Super AMOLED - Black,EGP 899.00,No rating found,44%,https://www.jumia.com.eg/wo-x10s-multifunctional-sports-smart-watch-46mm-super-amoled-black-133557717.html
Jumia,"Samsung A56 Cover, With An Ultra-thin Design, Shockproof Polycarbonate And Silicone, With Camera Protection  - BLACK",EGP 185.00,2.5 out of 5,No discount found,https://www.jumia.com.eg/generic-samsung-a56-cover-with-an-ultra-thin-design-shockproof-polycarbonate-and-silicone-with-camera-protection-black-131475622.html
Jumia,Silicone Watch Band Compatible With Xiaomi Redmi Watch 3 Active / Xiaomi Mi Watch 3 Active Sport Silicone Wrist Strap (Black),EGP 135.00,4.8 out of 5,21%,https://www.jumia.com.eg/generic-silicone-watch-band-compatible-with-xiaomi-redmi-watch-3-active-xiaomi-mi-watch-3-active-sport-silicone-wrist-strap-black-52108981.html
Jumia,M19 TWS Bluetooth Wireless Earphone Touch Control Waterproof Stereo - BLACK,EGP 250.00,3.5 out of 5,38%,https://www.jumia.com.eg/generic-m19-tws-bluetooth-wireless-earphone-touch-control-waterproof-stereo-black-106665652.html
Jumia,T800 Ultra Smart Watch 49mm 1.99 Infinite Display - Wireless Charging - NFC (black),EGP 348.00,4 out of 5,75%,https://www.jumia.com.eg/generic-t800-ultra-smart-watch-49mm-1.99-infinite-display-wireless-charging-nfc-black-49001338.html
Jumia,Honor X8c - Dual SIM 4G Smartphone - 256GB Storage / 8GB RAM - Marrs Green + FREE X7 Lite Earbuds,"EGP 12,299.00",5 out of 5,23%,https://www.jumia.com.eg/honor-x8c-dual-sim-4g-smartphone-256gb-storage-8gb-ram-marrs-green-free-x7-lite-earbuds-130935855.html
Jumia,P47 Wireless Bluetooth Headphones - White,EGP 206.10,4 out of 5,18%,https://www.jumia.com.eg/generic-p47-wireless-bluetooth-headphones-white-18825317.html
Jumia,Vidvie Type - C Data Cable،(charging Link)- Fast Charge-3.1A-Original From VIDVIE,EGP 99.00,4.2 out of 5,51%,https://www.jumia.com.eg/vidvie-type-c-data-cablecharging-link-fast-charge-3.1a-original-from-vidvie-45411905.html
Jumia,Back Leather Case Compatible with Honor X9C with Card Holder Kickstand Shockproof TPU Frame Wallet Case,EGP 180.00,No rating found,10%,https://www.jumia.com.eg/back-leather-case-compatible-with-honor-x9c-with-card-holder-kickstand-shockproof-tpu-frame-wallet-case-generic-mpg3847629.html
Jumia,"Poco X7 Pro Full Protection Case With Card Bag, Metal Ring & Slider Camera Cover, Black",EGP 275.00,1 out of 5,31%,https://www.jumia.com.eg/generic-poco-x7-pro-full-protection-case-with-card-bag-metal-ring-slider-camera-cover-black-133343464.html
Jumia,Honor X8c – 6.7 inches Dual SIM 4G 512GB/8GB Mobile Phone - Moonlight White + Free Earbuds X6 - White,"EGP 12,890.00",5 out of 5,23%,https://www.jumia.com.eg/honor-x8c-6.7-inches-dual-sim-4g-512gb8gb-mobile-phone-moonlight-white-free-earbuds-x6-white-131555399.html
Jumia,XY-088 Universal Motorcycle Phone Holder - Compatible with All Smartphones,EGP 190.00,3.6 out of 5,37%,https://www.jumia.com.eg/generic-xy-088-universal-motorcycle-phone-holder-compatible-with-all-smartphones-130485801.html
Jumia,Desktop Tablet Phone Holder Foldable Extend Phone Stand,EGP 79.00,2 out of 5,34%,https://www.jumia.com.eg/generic-desktop-tablet-phone-holder-foldable-extend-phone-stand-130250253.html
Jumia,Oraimo OCD-C32 - Data Cable Type C 1M - Black,EGP 159.00,5 out of 5,No discount found,https://www.jumia.com.eg/oraimo-ocd-c32-data-cable-type-c-1m-black-107446345.html
Jumia,Privacy Screen Protector Full Curve For Motorola Moto G75 - 0 - Black,EGP 129.00,2.3 out of 5,No discount found,https://www.jumia.com.eg/generic-privacy-screen-protector-full-curve-for-motorola-moto-g75-0-black-132997434.html
Jumia,Video-making Kit-with Remote Controll,EGP 216.75,4.5 out of 5,32%,https://www.jumia.com.eg/generic-video-making-kit-with-remote-controll-132048561.html
Jumia,Selfie Stick Bluetooth With Light -color Black,EGP 141.30,3.5 out of 5,28%,https://www.jumia.com.eg/generic-selfie-stick-bluetooth-with-light-color-black-49086258.html
Jumia,"Redmi Note 14 Pro Full Protection Case With Visa Card Slot, Metal Ring & Slider Camera Cover",EGP 199.00,5 out of 5,50%,https://www.jumia.com.eg/generic-redmi-note-14-pro-full-protection-case-with-visa-card-slot-metal-ring-slider-camera-cover-133275325.html
Jumia,"Apple IPhone 16 Pro Max Single SIM 256GB/8GB - 6.9""  5G Mobile Phone - Black Titanium","EGP 75,060.00",5 out of 5,7%,https://www.jumia.com.eg/apple-iphone-16-pro-max-single-sim-256gb8gb-6.9-5g-mobile-phone-black-titanium-130462896.html
Jumia,JOY ROOM JR-PBF14 Power Bank 20000mAh Dual USB-A & Type-C Ports 2.4A  With LED Display,EGP 759.00,3.8 out of 5,20%,https://www.jumia.com.eg/joy-room-jr-pbf14-power-bank-20000mah-dual-usb-a-type-c-ports-2.4a-with-led-display-119280194.html
Jumia,Silicon Strap For Smat Watche - Compatible With Apple & Similars - 42 Mm To 49 Mm,EGP 119.00,5 out of 5,52%,https://www.jumia.com.eg/generic-silicon-strap-for-smat-watche-compatible-with-apple-similars-42-mm-to-49-mm-123456571.html
Jumia,T900 Ultra 2 big NFC Smart Watch Bluetooth Call Wireless Charging Sport Smartwatch Body Temperature Monitor Call Wireless charging Touch Screen 2.20 inch HD Screen for IOS & android for men and women,EGP 350.00,No rating found,61%,https://www.jumia.com.eg/generic-t900-ultra-2-big-nfc-smart-watch-bluetooth-call-wireless-charging-sport-smartwatch-body-temperature-monitor-call-wireless-charging-touch-screen-2.20-inch-hd-screen-for-ios-android-for-men-and-women-133382248.html
Jumia,"Xiaomi Redmi Note 14 Pro 4G And 5G Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild, Clear With Back Frame",EGP 145.00,5 out of 5,64%,https://www.jumia.com.eg/generic-xiaomi-redmi-note-14-pro-4g-and-5g-transparent-anti-fall-shockproof-case-full-protection-cover-with-camera-sheild-clear-with-back-frame-132035610.html
Jumia,W&O Smart Watch X10 Mini 3  41mm Curved Screen - grey,EGP 699.90,3 out of 5,53%,https://www.jumia.com.eg/wo-smart-watch-x10-mini-3-41mm-curved-screen-grey-129998163.html
Jumia,JOY ROOM S-Ac027A17 3A Right Angle Fast Charging Data Cable-USB To Type-C (1.2M).,EGP 195.00,5 out of 5,51%,https://www.jumia.com.eg/joy-room-s-ac027a17-3a-right-angle-fast-charging-data-cable-usb-to-type-c-1.2m.-124876451.html
Jumia,Samsung A16 Full Protection Case Visa Card & Slider Camera Cover,EGP 175.00,3.3 out of 5,56%,https://www.jumia.com.eg/generic-samsung-a16-full-protection-case-visa-card-slider-camera-cover-131001392.html
Jumia,Mi Redmi Buds 6 Play - black,EGP 690.00,3.7 out of 5,17%,https://www.jumia.com.eg/mi-redmi-buds-6-play-black-118314184.html
